0x007,0x001,0x002,0x003,0x004,0x005,0x006,0x007,0x008
-1.05370,1.63052,1.16080,0.51775,1.78194,0.92003,-1.97104,0.09568,0.16610,
-1.05370,1.63052,1.16080,0.51775,1.78325,0.86999,-1.96014,0.09699,0.15520,
-1.05370,1.63052,1.16080,0.51775,1.78367,0.79845,-1.94486,0.09741,0.13992,
-1.05370,1.63052,1.16080,0.51775,1.78329,0.70927,-1.92601,0.09703,0.12107,
-1.05370,1.63052,1.16080,0.51775,1.78226,0.60840,-1.90482,0.09599,0.09988,
-1.05370,1.63052,1.16080,0.51775,1.78077,0.50305,-1.88277,0.09450,0.07783,
-1.05370,1.63052,1.16080,0.51775,1.77905,0.40086,-1.86145,0.09279,0.05650,
-1.05370,1.63052,1.16080,0.51775,1.77733,0.30909,-1.84233,0.09107,0.03739,
-1.05370,1.63052,1.16080,0.51775,1.77582,0.23379,-1.82667,0.08955,0.02173,
-1.05370,1.63052,1.16080,0.51775,1.77465,0.17895,-1.81528,0.08838,0.01033,
-1.05370,1.63052,1.16080,0.51775,1.77391,0.14570,-1.80838,0.08765,0.00343,
-1.05370,1.63052,1.16080,0.51775,1.77359,0.13147,-1.80543,0.08732,0.00048,
-1.05370,1.63052,1.16080,0.51775,1.77359,0.13147,-1.80543,0.08732,0.00048,
-1.05370,1.63052,1.16080,0.51775,1.77367,0.12704,-1.80431,0.08740,-0.00068,
-1.05370,1.63052,1.16080,0.51775,1.77498,0.13423,-1.80458,0.08871,-0.00070,
-1.05370,1.63052,1.16080,0.51775,1.77826,0.16004,-1.80706,0.09199,0.00116,
-1.05370,1.63052,1.16080,0.51775,1.78377,0.20713,-1.81208,0.09751,0.00520,
-1.05370,1.63052,1.16080,0.51775,1.79143,0.27463,-1.81955,0.10516,0.01138,
-1.05370,1.63052,1.16080,0.51775,1.80083,0.35887,-1.82904,0.11456,0.01942,
-1.05370,1.63052,1.16080,0.51775,1.81136,0.45423,-1.83989,0.12510,0.02883,
-1.05370,1.63052,1.16080,0.51775,1.82230,0.55387,-1.85131,0.13603,0.03898,
-1.05370,1.63052,1.16080,0.51775,1.83286,0.65055,-1.86244,0.14660,0.04924,
-1.05370,1.63052,1.16080,0.51775,1.84232,0.73739,-1.87247,0.15606,0.05894,
-1.05370,1.63052,1.16080,0.51775,1.85007,0.80866,-1.88072,0.16380,0.06755,
-1.05370,1.63052,1.16080,0.51775,1.85570,0.86058,-1.88674,0.16943,0.07468,
-1.05370,1.63052,1.16080,0.51775,1.85911,0.89206,-1.89040,0.17284,0.08017,
-1.05370,1.63052,1.16080,0.51775,1.86056,0.90553,-1.89196,0.17430,0.08419,
-1.05370,1.63052,1.16080,0.51775,1.86080,0.90771,-1.89222,0.17453,0.08727,
-1.05370,1.63052,1.16080,0.51775,1.86100,0.91179,-1.89293,0.17473,0.09061,
-1.05370,1.63052,1.16080,0.51775,1.85869,0.90426,-1.89356,0.17242,0.09351,
-1.05370,1.63052,1.16080,0.51775,1.85237,0.87813,-1.89402,0.16610,0.09568,
-1.05370,1.63052,1.16080,0.51775,1.84147,0.83076,-1.89430,0.15520,0.09699,
-1.05370,1.63052,1.16080,0.51775,1.82619,0.76302,-1.89439,0.13992,0.09741,
-1.05370,1.63052,1.16080,0.51775,1.80734,0.67857,-1.89431,0.12107,0.09703,
-1.05370,1.63052,1.16080,0.51775,1.78615,0.58304,-1.89409,0.09988,0.09599,
-1.05370,1.63052,1.16080,0.51775,1.76410,0.48327,-1.89377,0.07783,0.09450,
-1.05370,1.63052,1.16080,0.51775,1.74277,0.38649,-1.89340,0.05650,0.09279,
-1.05370,1.63052,1.16080,0.51775,1.72365,0.29958,-1.89303,0.03739,0.09107,
-1.05370,1.63052,1.16080,0.51775,1.70799,0.22826,-1.89271,0.02173,0.08955,
-1.05370,1.63052,1.16080,0.51775,1.69660,0.17632,-1.89246,0.01033,0.08838,
-1.05370,1.63052,1.16080,0.51775,1.68969,0.14482,-1.89230,0.00343,0.08765,
-1.05370,1.63052,1.16080,0.51775,1.68674,0.13134,-1.89223,0.00048,0.08732,
-1.05370,1.63052,1.16080,0.51775,1.68674,0.13134,-1.89223,0.00048,0.08732,
-1.05370,1.63052,1.16080,0.51775,1.68543,0.12534,-1.89223,-0.00083,0.08720,
-1.05370,1.63052,1.16080,0.51775,1.68451,0.12110,-1.89240,-0.00175,0.08725,
-1.05370,1.63052,1.16080,0.51775,1.68430,0.12004,-1.89288,-0.00196,0.08763,
-1.05370,1.63052,1.16080,0.51775,1.68505,0.12324,-1.89378,-0.00122,0.08843,
-1.05370,1.63052,1.16080,0.51775,1.68692,0.13149,-1.89518,0.00066,0.08974,
-1.05370,1.63052,1.16080,0.51775,1.69003,0.14527,-1.89712,0.00376,0.09161,
-1.05370,1.63052,1.16080,0.51775,1.69442,0.16481,-1.89962,0.00816,0.09405,
-1.05370,1.63052,1.16080,0.51775,1.70010,0.19010,-1.90267,0.01384,0.09707,
-1.05370,1.63052,1.16080,0.51775,1.70702,0.22092,-1.90626,0.02075,0.10063,
-1.05370,1.63052,1.16080,0.51775,1.71508,0.25687,-1.91034,0.02882,0.10470,
-1.05370,1.63052,1.16080,0.51775,1.72416,0.29739,-1.91486,0.03790,0.10922,
-1.05370,1.63052,1.16080,0.51775,1.73411,0.34179,-1.91974,0.04785,0.11412,
-1.05370,1.63052,1.16080,0.51775,1.74475,0.38927,-1.92490,0.05848,0.11931,
-1.05370,1.63052,1.16080,0.51775,1.75588,0.43896,-1.93025,0.06961,0.12470,
-1.05370,1.63052,1.16080,0.51775,1.76729,0.48993,-1.93570,0.08103,0.13020,
-1.05370,1.63052,1.16080,0.51775,1.77877,0.54121,-1.94115,0.09251,0.13571,
-1.05370,1.63052,1.16080,0.51775,1.79011,0.59185,-1.94651,0.10384,0.14112,
-1.05370,1.63052,1.16080,0.51775,1.80109,0.64089,-1.95168,0.11482,0.14635,
-1.05370,1.63052,1.16080,0.51775,1.81151,0.68746,-1.95657,0.12525,0.15130,
-1.05370,1.63052,1.16080,0.51775,1.82120,0.73074,-1.96110,0.13493,0.15588,
-1.05370,1.63052,1.16080,0.51775,1.82998,0.77000,-1.96520,0.14372,0.16004,
-1.05370,1.63052,1.16080,0.51775,1.83774,0.80467,-1.96881,0.15148,0.16370,
-1.05370,1.63052,1.16080,0.51775,1.84437,0.83430,-1.97188,0.15811,0.16682,
-1.05370,1.63052,1.16080,0.51775,1.84981,0.85862,-1.97441,0.16355,0.16938,
-1.05370,1.63052,1.16080,0.51775,1.85406,0.87760,-1.97637,0.16780,0.17137,
-1.05370,1.63052,1.16080,0.51775,1.85715,0.89139,-1.97780,0.17088,0.17282,
-1.05370,1.63052,1.16080,0.51775,1.85917,0.90044,-1.97873,0.17290,0.17377,
-1.05370,1.63052,1.16080,0.51775,1.86029,0.90544,-1.97925,0.17402,0.17429,
-1.05370,1.63052,1.16080,0.51775,1.86073,0.90741,-1.97945,0.17447,0.17450,
-1.05370,1.63052,1.16080,0.51775,1.86080,0.90771,-1.97948,0.17453,0.17453,
-1.05370,1.63052,1.16080,0.51775,1.86093,0.90832,-1.97951,0.17467,0.17456,
-1.05370,1.63052,1.16080,0.51775,1.86072,0.90736,-1.97919,0.17445,0.17425,
-1.05370,1.63052,1.16080,0.51775,1.85987,0.90356,-1.97825,0.17360,0.17330,
-1.05370,1.63052,1.16080,0.51775,1.85817,0.89598,-1.97646,0.17190,0.17152,
-1.05370,1.63052,1.16080,0.51775,1.85546,0.88392,-1.97368,0.16920,0.16874,
-1.05370,1.63052,1.16080,0.51775,1.85166,0.86696,-1.96982,0.16540,0.16488,
-1.05370,1.63052,1.16080,0.51775,1.84672,0.84493,-1.96484,0.16046,0.15989,
-1.05370,1.63052,1.16080,0.51775,1.84065,0.81785,-1.95873,0.15439,0.15379,
-1.05370,1.63052,1.16080,0.51775,1.83350,0.78593,-1.95155,0.14723,0.14661,
-1.05370,1.63052,1.16080,0.51775,1.82534,0.74955,-1.94339,0.13907,0.13845,
-1.05370,1.63052,1.16080,0.51775,1.81630,0.70923,-1.93436,0.13004,0.12942,
-1.05370,1.63052,1.16080,0.51775,1.80652,0.66561,-1.92460,0.12026,0.11966,
-1.05370,1.63052,1.16080,0.51775,1.79617,0.61942,-1.91427,0.10990,0.10933,
-1.05370,1.63052,1.16080,0.51775,1.78542,0.57146,-1.90356,0.09915,0.09861,
-1.05370,1.63052,1.16080,0.51775,1.77446,0.52258,-1.89264,0.08819,0.08770,
-1.05370,1.63052,1.16080,0.51775,1.76349,0.47366,-1.88173,0.07723,0.07678,
-1.05370,1.63052,1.16080,0.51775,1.75271,0.42557,-1.87100,0.06645,0.06605,
-1.05370,1.63052,1.16080,0.51775,1.74231,0.37916,-1.86065,0.05604,0.05570,
-1.05370,1.63052,1.16080,0.51775,1.73246,0.33523,-1.85086,0.04619,0.04591,
-1.05370,1.63052,1.16080,0.51775,1.72334,0.29453,-1.84178,0.03707,0.03684,
-1.05370,1.63052,1.16080,0.51775,1.71508,0.25768,-1.83357,0.02881,0.02863,
-1.05370,1.63052,1.16080,0.51775,1.70780,0.22522,-1.82634,0.02153,0.02139,
-1.05370,1.63052,1.16080,0.51775,1.70159,0.19753,-1.82017,0.01533,0.01523,
-1.05370,1.63052,1.16080,0.51775,1.69650,0.17483,-1.81512,0.01024,0.01017,
-1.05370,1.63052,1.16080,0.51775,1.69254,0.15715,-1.81118,0.00627,0.00623,
-1.05370,1.63052,1.16080,0.51775,1.68966,0.14432,-1.80832,0.00340,0.00337,
-1.05370,1.63052,1.16080,0.51775,1.68778,0.13591,-1.80645,0.00151,0.00150,
-1.05370,1.63052,1.16080,0.51775,1.68674,0.13127,-1.80542,0.00047,0.00047,
-1.05370,1.63052,1.16080,0.51775,1.68633,0.12944,-1.80501,0.00006,0.00006,
